product_id,product_name,category,price,discount_percent,rating,reviews_count,orders_count,seller_rating,stock_quantity,date_added,final_price,discount_amount,estimated_revenue,review_per_order_ratio,popularity_segment
WB-100330,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,571000,39,5.0,76,1152,4.9,10,2026-06-16,348300,222700,401241600,0.066,O'rtacha sotilgan
WB-100331,Organayzer javon,Uy-ro'zg'or buyumlari,151000,21,3.8,108,857,4.7,0,2025-12-03,119300,31700,102240100,0.126,Kam sotilgan
WB-100332,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,466000,49,5.0,109,1617,4.5,0,2026-04-25,237700,228300,384360900,0.0674,Top sotilgan (Bestseller)
WB-100333,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,406000,38,4.0,88,1144,4.7,10,2026-04-25,251700,154300,287944800,0.0769,O'rtacha sotilgan
WB-100334,Tish tozalovchi kukun,Go'zallik va parvarish,67000,46,4.8,31,1013,5.0,50,2025-12-31,36200,30800,36670600,0.0306,O'rtacha sotilgan
WB-100335,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,406000,20,4.5,27,654,4.7,50,2026-07-21,324800,81200,212419200,0.0413,Kam sotilgan
WB-100336,Tish tozalovchi kukun,Go'zallik va parvarish,180000,31,5.0,168,1527,4.3,25,2026-06-04,124200,55800,189653400,0.11,Top sotilgan (Bestseller)
WB-100337,Bluetooth karnay Mini,Elektronika,1412000,28,4.6,239,1539,5.0,10,2025-10-12,1016600,395400,1564547400,0.1553,Top sotilgan (Bestseller)
WB-100338,Avtomobil ushlagichi,Elektronika,1136000,33,4.4,59,1009,4.2,50,2026-06-25,761100,374900,767949900,0.0585,O'rtacha sotilgan
WB-100339,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,602000,29,3.7,61,927,5.0,0,2025-11-19,427400,174600,396199800,0.0658,O'rtacha sotilgan
WB-100340,Sviter Casual,Kiyim va poyabzal,494000,54,4.6,87,1279,4.7,10,2026-07-23,227200,266800,290588800,0.068,O'rtacha sotilgan
WB-100341,Termo ichki kiyim,Sport va dam olish,255000,19,4.8,87,1070,4.6,25,2026-06-04,206600,48400,221062000,0.0813,O'rtacha sotilgan
WB-100342,Velosiped chirog'i LED,Sport va dam olish,178000,51,4.4,62,1067,4.9,100,2025-09-28,87200,90800,93042400,0.0581,O'rtacha sotilgan
WB-100343,Sviter Casual,Kiyim va poyabzal,911000,54,4.0,102,1558,4.5,500,2025-12-24,419100,491900,652957800,0.0655,Top sotilgan (Bestseller)
WB-100344,Soch maskasi Keratin,Go'zallik va parvarish,406000,46,4.2,35,956,4.4,250,2025-12-17,219200,186800,209555200,0.0366,O'rtacha sotilgan
WB-100345,Avtomobil ushlagichi,Elektronika,97000,40,4.3,11,777,4.5,10,2026-04-22,58200,38800,45221400,0.0142,Kam sotilgan
WB-100346,Lab bo'yog'i Matte,Go'zallik va parvarish,428000,21,3.8,82,810,4.1,10,2025-12-17,338100,89900,273861000,0.1012,Kam sotilgan
WB-100347,Lab bo'yog'i Matte,Go'zallik va parvarish,356000,39,4.6,374,2879,4.6,0,2026-04-25,217200,138800,625318800,0.1299,Top sotilgan (Bestseller)
WB-100348,Masofadan boshqariladigan mashina,Bolalar tovarlari,527000,5,4.6,297,1712,4.9,0,2026-05-18,500600,26400,857027200,0.1735,Top sotilgan (Bestseller)
WB-100349,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,173000,51,4.0,73,1099,4.6,0,2025-08-28,84800,88200,93195200,0.0664,O'rtacha sotilgan
WB-100350,Klassik kostyum-shim,Kiyim va poyabzal,605000,33,4.9,32,807,4.4,50,2026-03-27,405300,199700,327077100,0.0397,Kam sotilgan
WB-100351,Mexanik klaviatura RGB,Elektronika,561000,38,4.7,102,1168,4.7,10,2026-06-02,347800,213200,406230400,0.0873,O'rtacha sotilgan
WB-100352,Krossovka Sport Run,Kiyim va poyabzal,481000,50,4.5,17,940,4.4,25,2026-04-28,240500,240500,226070000,0.0181,O'rtacha sotilgan
WB-100353,Qo'l kremi Mini,Go'zallik va parvarish,67000,40,4.7,35,999,4.8,25,2026-02-22,40200,26800,40159800,0.035,O'rtacha sotilgan
WB-100354,Bolalar butilkasi Anti-kolik,Bolalar tovarlari,56000,56,5.0,395,2632,4.4,10,2026-01-14,24600,31400,64747200,0.1501,Top sotilgan (Bestseller)
WB-100355,Soch maskasi Keratin,Go'zallik va parvarish,403000,25,4.7,119,1050,5.0,25,2026-03-25,302200,100800,317310000,0.1133,O'rtacha sotilgan
WB-100356,Yumshoq ayiqcha Plush,Bolalar tovarlari,89000,27,4.8,127,1400,4.4,50,2026-02-23,65000,24000,91000000,0.0907,O'rtacha sotilgan
WB-100357,Lab bo'yog'i Matte,Go'zallik va parvarish,103000,58,4.6,130,1932,4.5,10,2026-03-13,43300,59700,83655600,0.0673,Top sotilgan (Bestseller)
WB-100358,Pampers to'plami XL,Bolalar tovarlari,75000,37,4.1,662,3278,4.5,50,2026-01-27,47200,27800,154721600,0.202,Top sotilgan (Bestseller)
WB-100359,Powerbank 20000mAh,Elektronika,306000,36,4.4,130,1605,4.9,500,2026-05-25,195800,110200,314259000,0.081,Top sotilgan (Bestseller)
WB-100360,Sviter Casual,Kiyim va poyabzal,218000,17,4.2,121,1124,4.5,25,2026-02-15,180900,37100,203331600,0.1077,O'rtacha sotilgan
WB-100361,Qishki kurtka Oversize,Kiyim va poyabzal,494000,34,4.8,0,660,4.4,50,2026-05-22,326000,168000,215160000,0.0,Kam sotilgan
WB-100362,Suv idishi Sport 750ml,Sport va dam olish,223000,37,3.9,109,1409,4.6,100,2026-04-02,140500,82500,197964500,0.0774,O'rtacha sotilgan
WB-100363,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,626000,36,4.6,117,1356,4.3,250,2026-08-07,400600,225400,543213600,0.0863,O'rtacha sotilgan
WB-100364,Parfyum Elixir 50ml,Go'zallik va parvarish,200000,40,4.3,41,951,4.5,100,2026-04-30,120000,80000,114120000,0.0431,O'rtacha sotilgan
WB-100365,Sviter Casual,Kiyim va poyabzal,80000,47,4.5,16,890,4.6,0,2026-05-01,42400,37600,37736000,0.018,Kam sotilgan
WB-100366,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,749000,9,4.6,48,698,4.6,500,2026-03-10,681600,67400,475756800,0.0688,Kam sotilgan
WB-100367,Qishki kurtka Oversize,Kiyim va poyabzal,787000,38,4.3,175,1489,4.3,250,2025-09-08,487900,299100,726483100,0.1175,Top sotilgan (Bestseller)
WB-100368,Jinsi shim Slim Fit,Kiyim va poyabzal,481000,29,4.2,46,902,4.8,100,2025-10-23,341500,139500,308033000,0.051,Kam sotilgan
WB-100369,Erkaklar futbolkasi Basic,Kiyim va poyabzal,829000,36,4.5,120,1273,4.8,0,2026-03-12,530600,298400,675453800,0.0943,O'rtacha sotilgan
WB-100370,Charm kamar,Kiyim va poyabzal,673000,49,5.0,34,1026,4.4,500,2026-07-08,343200,329800,352123200,0.0331,O'rtacha sotilgan
WB-100371,Sviter Casual,Kiyim va poyabzal,764000,42,4.7,479,4119,4.1,50,2025-11-28,443100,320900,1825128900,0.1163,Top sotilgan (Bestseller)
WB-100372,Organayzer javon,Uy-ro'zg'or buyumlari,677000,18,4.5,41,722,4.7,25,2026-02-03,555100,121900,400782200,0.0568,Kam sotilgan
WB-100373,Pampers to'plami XL,Bolalar tovarlari,134000,18,4.4,205,1625,4.7,100,2026-03-04,109900,24100,178587500,0.1262,Top sotilgan (Bestseller)
WB-100374,Tana skrabı Kofe,Go'zallik va parvarish,355000,36,5.0,128,1421,4.8,50,2026-05-31,227200,127800,322851200,0.0901,O'rtacha sotilgan
WB-100375,Bluetooth karnay Mini,Elektronika,270000,29,4.5,216,1469,4.5,50,2025-11-28,191700,78300,281607300,0.147,Top sotilgan (Bestseller)
WB-100376,Bolalar futbolkasi Paxta,Bolalar tovarlari,337000,31,4.2,54,967,4.8,10,2026-07-23,232500,104500,224827500,0.0558,O'rtacha sotilgan
WB-100377,Erkaklar futbolkasi Basic,Kiyim va poyabzal,381000,33,3.8,207,2088,4.7,100,2025-09-11,255300,125700,533066400,0.0991,Top sotilgan (Bestseller)
WB-100378,Jinsi shim Slim Fit,Kiyim va poyabzal,915000,54,4.8,91,1271,4.6,250,2025-11-21,420900,494100,534963900,0.0716,O'rtacha sotilgan
WB-100379,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,288000,13,4.6,257,1490,4.8,25,2026-07-24,250600,37400,373394000,0.1725,Top sotilgan (Bestseller)
WB-100380,Bluetooth karnay Mini,Elektronika,1632000,5,4.1,223,1443,4.3,25,2026-06-29,1550400,81600,2237227200,0.1545,Top sotilgan (Bestseller)
WB-100381,Avtomobil ushlagichi,Elektronika,1673000,34,5.0,71,1024,3.9,100,2025-08-30,1104200,568800,1130700800,0.0693,O'rtacha sotilgan
WB-100382,USB Type-C kabel Tezkor,Elektronika,1773000,37,4.8,177,2076,4.1,100,2026-06-02,1117000,656000,2318892000,0.0853,Top sotilgan (Bestseller)
WB-100383,Charm kamar,Kiyim va poyabzal,377000,44,4.8,104,1246,4.5,50,2026-06-09,211100,165900,263030600,0.0835,O'rtacha sotilgan
WB-100384,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,154000,45,4.0,103,1517,4.5,250,2026-06-13,84700,69300,128489900,0.0679,Top sotilgan (Bestseller)
WB-100385,Sakrash arqoni Metall simli,Sport va dam olish,252000,41,4.2,242,2508,5.0,100,2025-08-27,148700,103300,372939600,0.0965,Top sotilgan (Bestseller)
WB-100386,Sviter Casual,Kiyim va poyabzal,97000,26,4.5,83,945,4.7,50,2026-04-07,71800,25200,67851000,0.0878,O'rtacha sotilgan
WB-100387,Uy shippagi Soft,Kiyim va poyabzal,318000,28,4.6,10,649,4.7,0,2026-03-14,229000,89000,148621000,0.0154,Kam sotilgan
WB-100388,Krossovka Sport Run,Kiyim va poyabzal,488000,39,4.8,101,1342,4.6,10,2025-09-27,297700,190300,399513400,0.0753,O'rtacha sotilgan
WB-100389,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,95000,27,4.2,51,790,4.6,25,2025-11-16,69400,25600,54826000,0.0646,Kam sotilgan
WB-100390,Suv idishi Sport 750ml,Sport va dam olish,420000,5,4.8,31,524,4.9,0,2025-10-18,399000,21000,209076000,0.0592,Kam sotilgan
WB-100391,Lab bo'yog'i Matte,Go'zallik va parvarish,394000,36,4.4,142,1222,4.6,10,2026-05-24,252200,141800,308188400,0.1162,O'rtacha sotilgan
WB-100392,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,378000,33,4.3,143,1104,4.4,0,2025-12-30,253300,124700,279643200,0.1295,O'rtacha sotilgan
WB-100393,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,378000,5,4.7,8,326,4.1,25,2025-10-16,359100,18900,117066600,0.0245,Kam sotilgan
WB-100394,Yuz zardobi Hyaluron,Go'zallik va parvarish,441000,11,4.5,281,1951,4.5,10,2026-05-05,392500,48500,765767500,0.144,Top sotilgan (Bestseller)
WB-100395,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,208000,21,4.4,59,715,4.8,250,2026-01-23,164300,43700,117474500,0.0825,Kam sotilgan
WB-100396,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,291000,57,4.0,202,1612,4.5,10,2026-02-12,125100,165900,201661200,0.1253,Top sotilgan (Bestseller)
WB-100397,Uy shippagi Soft,Kiyim va poyabzal,523000,21,3.9,139,1186,4.5,25,2026-06-27,413200,109800,490055200,0.1172,O'rtacha sotilgan
WB-100398,Krossovka Sport Run,Kiyim va poyabzal,577000,30,4.3,17,729,4.3,50,2025-11-04,403900,173100,294443100,0.0233,Kam sotilgan
WB-100399,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,556000,42,4.4,45,1060,4.2,50,2026-03-20,322500,233500,341850000,0.0425,O'rtacha sotilgan
WB-100400,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,129000,38,4.7,3,697,4.4,100,2025-12-18,80000,49000,55760000,0.0043,Kam sotilgan
WB-100401,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,672000,17,4.6,111,1154,4.9,50,2026-04-21,557800,114200,643701200,0.0962,O'rtacha sotilgan
WB-100402,Erkaklar futbolkasi Basic,Kiyim va poyabzal,884000,45,4.4,133,1356,4.7,50,2026-07-03,486200,397800,659287200,0.0981,O'rtacha sotilgan
WB-100403,Yuz zardobi Hyaluron,Go'zallik va parvarish,207000,38,4.0,208,2030,5.0,100,2026-06-22,128300,78700,260449000,0.1025,Top sotilgan (Bestseller)
WB-100404,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,405000,8,4.7,5,353,4.6,250,2025-09-11,372600,32400,131527800,0.0142,Kam sotilgan
WB-100405,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,106000,6,4.8,178,1174,4.8,0,2026-08-10,99600,6400,116930400,0.1516,O'rtacha sotilgan
WB-100406,Bolalar futbolkasi Paxta,Bolalar tovarlari,95000,25,4.5,105,1300,4.5,25,2026-04-09,71200,23800,92560000,0.0808,O'rtacha sotilgan
WB-100407,Bolalar kolyaskasi Yengil,Bolalar tovarlari,535000,46,4.7,125,1644,4.9,0,2025-10-19,288900,246100,474951600,0.076,Top sotilgan (Bestseller)
WB-100408,Uy shippagi Soft,Kiyim va poyabzal,707000,55,4.4,20,1017,4.6,25,2026-06-07,318100,388900,323507700,0.0197,O'rtacha sotilgan
WB-100409,Krossovka Sport Run,Kiyim va poyabzal,219000,31,4.5,44,865,4.7,0,2025-10-28,151100,67900,130701500,0.0509,Kam sotilgan
WB-100410,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,360000,46,4.2,0,772,4.9,50,2026-04-11,194400,165600,150076800,0.0,Kam sotilgan
WB-100411,Yuz zardobi Hyaluron,Go'zallik va parvarish,400000,31,5.0,205,1533,4.7,25,2025-09-09,276000,124000,423108000,0.1337,Top sotilgan (Bestseller)
WB-100412,Tish tozalovchi kukun,Go'zallik va parvarish,152000,39,4.4,64,956,4.3,250,2026-08-15,92700,59300,88621200,0.0669,O'rtacha sotilgan
WB-100413,Charm kamar,Kiyim va poyabzal,727000,32,4.6,175,1514,4.3,500,2026-03-28,494400,232600,748521600,0.1156,Top sotilgan (Bestseller)
WB-100414,Shampun Sulfatsiz,Go'zallik va parvarish,320000,32,4.9,89,1212,4.5,250,2026-07-10,217600,102400,263731200,0.0734,O'rtacha sotilgan
WB-100415,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,702000,47,4.5,112,1281,4.5,25,2025-10-27,372100,329900,476660100,0.0874,O'rtacha sotilgan
WB-100416,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,385000,43,4.9,147,1928,4.6,250,2025-10-21,219500,165500,423196000,0.0762,Top sotilgan (Bestseller)
WB-100417,Qo'l kremi Mini,Go'zallik va parvarish,201000,25,4.9,121,980,4.8,500,2025-09-25,150800,50200,147784000,0.1235,O'rtacha sotilgan
WB-100418,Simsiz quloqchin TWS,Elektronika,276000,27,4.8,100,1354,4.5,500,2026-02-11,201500,74500,272831000,0.0739,O'rtacha sotilgan
WB-100419,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,299000,14,4.6,267,1963,5.0,50,2025-09-19,257100,41900,504687300,0.136,Top sotilgan (Bestseller)
WB-100420,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,430000,54,4.6,48,1249,4.5,10,2026-01-12,197800,232200,247052200,0.0384,O'rtacha sotilgan
WB-100421,Avtomobil ushlagichi,Elektronika,1529000,21,4.3,108,1272,4.2,25,2026-08-20,1207900,321100,1536448800,0.0849,O'rtacha sotilgan
WB-100422,Yuz zardobi Hyaluron,Go'zallik va parvarish,183000,41,4.2,89,1087,4.6,10,2025-10-08,108000,75000,117396000,0.0819,O'rtacha sotilgan
WB-100423,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,90000,25,4.8,248,1740,5.0,0,2026-05-13,67500,22500,117450000,0.1425,Top sotilgan (Bestseller)
WB-100424,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,309000,39,4.4,44,880,4.2,25,2026-04-18,188500,120500,165880000,0.05,Kam sotilgan
WB-100425,Organayzer javon,Uy-ro'zg'or buyumlari,46000,36,4.0,28,759,4.9,500,2026-04-04,29400,16600,22314600,0.0369,Kam sotilgan
WB-100426,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,74000,22,4.2,27,614,4.7,250,2026-01-14,57700,16300,35427800,0.044,Kam sotilgan
WB-100427,Bluetooth karnay Mini,Elektronika,1010000,38,4.5,280,1723,4.7,50,2025-11-21,626200,383800,1078942600,0.1625,Top sotilgan (Bestseller)
WB-100428,Soch maskasi Keratin,Go'zallik va parvarish,287000,24,5.0,149,1456,4.5,500,2026-04-17,218100,68900,317553600,0.1023,Top sotilgan (Bestseller)
WB-100429,Bolalar futbolkasi Paxta,Bolalar tovarlari,99000,27,5.0,174,1561,4.6,100,2026-01-01,72300,26700,112860300,0.1115,Top sotilgan (Bestseller)
WB-100430,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,598000,47,4.2,3,785,4.8,10,2026-01-13,316900,281100,248766500,0.0038,Kam sotilgan
WB-100431,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,421000,33,4.3,97,981,4.9,100,2026-03-21,282100,138900,276740100,0.0989,O'rtacha sotilgan
WB-100432,Charm kamar,Kiyim va poyabzal,402000,20,5.0,107,1209,4.8,100,2026-08-12,321600,80400,388814400,0.0885,O'rtacha sotilgan
WB-100433,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,805000,50,4.8,47,1010,4.7,50,2025-09-26,402500,402500,406525000,0.0465,O'rtacha sotilgan
WB-100434,Qo'l kremi Mini,Go'zallik va parvarish,164000,31,4.4,29,688,4.4,500,2025-08-22,113200,50800,77881600,0.0422,Kam sotilgan
WB-100435,Parfyum Elixir 50ml,Go'zallik va parvarish,191000,26,4.4,137,1172,4.4,25,2026-04-01,141300,49700,165603600,0.1169,O'rtacha sotilgan
WB-100436,Taktik ryukzak 40L,Sport va dam olish,45000,50,4.5,16,889,4.8,0,2025-08-22,22500,22500,20002500,0.018,Kam sotilgan
WB-100437,USB Type-C kabel Tezkor,Elektronika,1569000,37,5.0,60,975,4.8,100,2025-12-08,988500,580500,963787500,0.0615,O'rtacha sotilgan
WB-100438,Uy shippagi Soft,Kiyim va poyabzal,811000,25,4.8,40,841,4.6,250,2025-08-30,608200,202800,511496200,0.0476,Kam sotilgan
WB-100439,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,91000,25,4.2,73,1015,4.4,10,2026-04-11,68200,22800,69223000,0.0719,O'rtacha sotilgan
WB-100440,Tana skrabı Kofe,Go'zallik va parvarish,121000,33,4.5,82,1178,4.4,100,2026-06-13,81100,39900,95535800,0.0696,O'rtacha sotilgan
WB-100441,Tana skrabı Kofe,Go'zallik va parvarish,73000,12,4.6,18,557,4.5,500,2026-01-12,64200,8800,35759400,0.0323,Kam sotilgan
WB-100442,Yumshoq ayiqcha Plush,Bolalar tovarlari,181000,19,4.1,132,1284,4.5,100,2025-09-18,146600,34400,188234400,0.1028,O'rtacha sotilgan
WB-100443,Charm kamar,Kiyim va poyabzal,516000,11,4.6,65,879,4.4,0,2026-08-12,459200,56800,403636800,0.0739,Kam sotilgan
WB-100444,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,218000,21,4.2,102,1119,5.0,0,2026-01-15,172200,45800,192691800,0.0912,O'rtacha sotilgan
WB-100445,Qishki kurtka Oversize,Kiyim va poyabzal,284000,26,4.3,35,738,4.3,250,2025-11-07,210200,73800,155127600,0.0474,Kam sotilgan
WB-100446,Jinsi shim Slim Fit,Kiyim va poyabzal,492000,44,3.8,50,952,5.0,10,2026-05-02,275500,216500,262276000,0.0525,O'rtacha sotilgan
WB-100447,Simsiz sichqoncha,Elektronika,1329000,44,4.9,221,1598,5.0,0,2025-11-15,744200,584800,1189231600,0.1383,Top sotilgan (Bestseller)
WB-100448,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,124000,28,4.2,36,750,4.7,500,2026-04-08,89300,34700,66975000,0.048,Kam sotilgan
WB-100449,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,66000,21,4.4,223,1861,4.4,25,2026-01-05,52100,13900,96958100,0.1198,Top sotilgan (Bestseller)
WB-100450,Soch maskasi Keratin,Go'zallik va parvarish,354000,34,3.9,106,1061,4.9,10,2026-01-29,233600,120400,247849600,0.0999,O'rtacha sotilgan
WB-100451,Konstruktor Lego mos keluvchi,Bolalar tovarlari,273000,12,4.4,51,714,4.7,100,2025-10-08,240200,32800,171502800,0.0714,Kam sotilgan
WB-100452,Bolalar kolyaskasi Yengil,Bolalar tovarlari,573000,19,4.1,15,572,4.9,250,2026-06-07,464100,108900,265465200,0.0262,Kam sotilgan
WB-100453,Krossovka Sport Run,Kiyim va poyabzal,285000,5,4.7,122,1228,4.9,250,2026-02-03,270800,14200,332542400,0.0993,O'rtacha sotilgan
WB-100454,Simsiz quloqchin TWS,Elektronika,738000,32,4.6,373,2346,4.7,10,2026-06-30,501800,236200,1177222800,0.159,Top sotilgan (Bestseller)
WB-100455,Sviter Casual,Kiyim va poyabzal,744000,39,5.0,292,2686,4.7,100,2025-12-28,453800,290200,1218906800,0.1087,Top sotilgan (Bestseller)
WB-100456,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,421000,28,4.3,144,1626,4.5,500,2026-04-30,303100,117900,492840600,0.0886,Top sotilgan (Bestseller)
WB-100457,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,419000,72,4.5,204,2207,4.4,25,2026-02-08,117300,301700,258881100,0.0924,Top sotilgan (Bestseller)
WB-100458,Shampun Sulfatsiz,Go'zallik va parvarish,180000,43,4.2,220,2253,4.8,100,2025-09-11,102600,77400,231157800,0.0976,Top sotilgan (Bestseller)
WB-100459,Mexanik klaviatura RGB,Elektronika,1622000,25,4.3,10,584,4.5,10,2025-09-03,1216500,405500,710436000,0.0171,Kam sotilgan
WB-100460,Shampun Sulfatsiz,Go'zallik va parvarish,362000,24,4.2,402,3385,4.6,25,2025-09-19,275100,86900,931213500,0.1188,Top sotilgan (Bestseller)
WB-100461,Telefon g'ilofi Silikon,Elektronika,1468000,26,4.2,136,1556,4.9,0,2025-09-09,1086300,381700,1690282800,0.0874,Top sotilgan (Bestseller)
WB-100462,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,101000,32,4.3,22,675,5.0,50,2026-06-30,68700,32300,46372500,0.0326,Kam sotilgan
WB-100463,Yumshoq ayiqcha Plush,Bolalar tovarlari,108000,17,4.2,7,433,5.0,250,2026-08-04,89600,18400,38796800,0.0162,Kam sotilgan
WB-100464,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,129000,48,4.0,173,1848,4.7,10,2026-03-22,67100,61900,124000800,0.0936,Top sotilgan (Bestseller)
WB-100465,Jinsi shim Slim Fit,Kiyim va poyabzal,494000,41,4.5,225,2130,4.6,50,2025-10-02,291500,202500,620895000,0.1056,Top sotilgan (Bestseller)
WB-100466,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,849000,11,4.8,177,1552,4.9,100,2026-04-09,755600,93400,1172691200,0.114,Top sotilgan (Bestseller)
WB-100467,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,278000,30,4.0,11,642,4.8,100,2025-12-20,194600,83400,124933200,0.0171,Kam sotilgan
WB-100468,Taktik ryukzak 40L,Sport va dam olish,261000,36,4.1,29,839,4.4,10,2025-10-18,167000,94000,140113000,0.0346,Kam sotilgan
WB-100469,Suv idishi Sport 750ml,Sport va dam olish,343000,53,5.0,6,920,4.8,100,2026-04-11,161200,181800,148304000,0.0065,Kam sotilgan
WB-100470,Gantellar to'plami 2x5kg,Sport va dam olish,136000,52,4.6,8,869,4.7,50,2025-12-01,65300,70700,56745700,0.0092,Kam sotilgan
WB-100471,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,350000,55,4.8,244,2172,4.9,50,2025-09-18,157500,192500,342090000,0.1123,Top sotilgan (Bestseller)
WB-100472,Suv idishi Sport 750ml,Sport va dam olish,149000,23,4.8,25,643,4.8,0,2026-08-11,114700,34300,73752100,0.0389,Kam sotilgan
WB-100473,Charm kamar,Kiyim va poyabzal,468000,41,4.8,261,2363,4.3,100,2025-11-17,276100,191900,652424300,0.1105,Top sotilgan (Bestseller)
WB-100474,Uy shippagi Soft,Kiyim va poyabzal,823000,5,4.6,107,1065,5.0,250,2025-12-26,781800,41200,832617000,0.1005,O'rtacha sotilgan
WB-100475,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,902000,62,4.1,64,1227,4.6,100,2025-09-08,342800,559200,420615600,0.0522,O'rtacha sotilgan
WB-100476,Yumshoq ayiqcha Plush,Bolalar tovarlari,296000,36,4.9,1,694,4.6,25,2025-12-22,189400,106600,131443600,0.0014,Kam sotilgan
WB-100477,Parfyum Elixir 50ml,Go'zallik va parvarish,94000,16,4.6,105,1244,4.6,250,2026-03-17,79000,15000,98276000,0.0844,O'rtacha sotilgan
WB-100478,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,391000,63,4.8,48,1158,4.7,100,2026-05-26,144700,246300,167562600,0.0415,O'rtacha sotilgan
WB-100479,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,664000,34,4.4,348,2915,4.5,25,2026-04-17,438200,225800,1277353000,0.1194,Top sotilgan (Bestseller)
WB-100480,Sviter Casual,Kiyim va poyabzal,687000,11,4.3,17,411,4.5,250,2026-06-15,611400,75600,251285400,0.0414,Kam sotilgan
WB-100481,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,261000,49,4.3,65,1038,4.8,100,2026-05-18,133100,127900,138157800,0.0626,O'rtacha sotilgan
WB-100482,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,407000,21,4.6,134,1414,4.5,10,2026-04-13,321500,85500,454601000,0.0948,O'rtacha sotilgan
WB-100483,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,157000,31,5.0,82,1204,4.6,25,2026-03-23,108300,48700,130393200,0.0681,O'rtacha sotilgan
WB-100484,Klassik kostyum-shim,Kiyim va poyabzal,434000,34,4.4,25,736,4.2,100,2026-07-18,286400,147600,210790400,0.034,Kam sotilgan
WB-100485,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,380000,25,4.1,95,1003,4.4,25,2025-11-17,285000,95000,285855000,0.0947,O'rtacha sotilgan
WB-100486,USB Type-C kabel Tezkor,Elektronika,1404000,48,4.6,73,1148,4.4,25,2025-11-23,730100,673900,838154800,0.0636,O'rtacha sotilgan
WB-100487,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,146000,70,5.0,102,1640,4.7,250,2025-09-08,43800,102200,71832000,0.0622,Top sotilgan (Bestseller)
WB-100488,Charm kamar,Kiyim va poyabzal,540000,41,4.8,303,2334,4.6,50,2026-02-01,318600,221400,743612400,0.1298,Top sotilgan (Bestseller)
WB-100489,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,166000,30,4.1,41,917,4.6,10,2026-06-07,116200,49800,106555400,0.0447,Kam sotilgan
WB-100490,Smart soat Pro,Elektronika,1338000,41,4.4,96,1155,4.9,50,2026-02-20,789400,548600,911757000,0.0831,O'rtacha sotilgan
WB-100491,Tish tozalovchi kukun,Go'zallik va parvarish,249000,40,3.9,26,804,4.3,0,2026-05-11,149400,99600,120117600,0.0323,Kam sotilgan
WB-100492,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,426000,46,4.3,19,900,4.8,25,2026-02-14,230000,196000,207000000,0.0211,Kam sotilgan
